Time,Humidity,Temperature,MQ139,TVOC,eCO2,Detector,Cause,Hour,Minute,Second
0:00:00,38.2,21.9,69,0,400,OFF,electrical/clothing,0,0,0
0:00:02,38.2,21.9,69,0,400,OFF,electrical/clothing,0,0,2
0:00:04,38.2,21.9,69,0,400,OFF,electrical/clothing,0,0,4
0:00:06,38.2,21.9,68,0,400,OFF,electrical/clothing,0,0,6
0:00:08,38.3,21.9,68,0,400,OFF,electrical/clothing,0,0,8
0:00:10,38.3,21.9,69,0,400,OFF,electrical/clothing,0,0,10
0:00:12,38.2,21.9,69,0,400,OFF,electrical/clothing,0,0,12
0:00:14,38.3,21.9,68,0,400,OFF,electrical/clothing,0,0,14
0:00:16,38.3,21.9,69,0,400,OFF,electrical/clothing,0,0,16
0:00:18,38.3,21.9,68,0,406,OFF,electrical/clothing,0,0,18
0:00:20,38.3,21.9,68,6,415,OFF,electrical/clothing,0,0,20
0:00:22,38.3,21.9,69,0,405,OFF,electrical/clothing,0,0,22
0:00:24,38.3,21.9,69,1,408,OFF,electrical/clothing,0,0,24
0:00:26,38.3,21.9,69,0,400,OFF,electrical/clothing,0,0,26
0:00:28,38.3,21.9,68,9,402,OFF,electrical/clothing,0,0,28
0:00:30,38.3,21.9,69,7,400,OFF,electrical/clothing,0,0,30
0:00:32,38.3,21.9,69,1,407,OFF,electrical/clothing,0,0,32
0:00:34,38.3,21.9,69,4,400,OFF,electrical/clothing,0,0,34
0:00:36,38.3,21.9,68,3,406,OFF,electrical/clothing,0,0,36
0:00:38,38.4,21.9,68,0,406,OFF,electrical/clothing,0,0,38
0:00:40,38.4,21.9,69,4,406,OFF,electrical/clothing,0,0,40
0:00:42,38.3,21.8,69,5,408,OFF,electrical/clothing,0,0,42
0:00:44,38.3,21.8,69,3,413,OFF,electrical/clothing,0,0,44
0:00:46,38.4,21.8,69,0,412,OFF,electrical/clothing,0,0,46
0:00:48,38.4,21.8,69,0,412,OFF,electrical/clothing,0,0,48
0:00:50,38.4,21.9,69,3,404,OFF,electrical/clothing,0,0,50
0:00:52,38.4,21.8,69,5,412,OFF,electrical/clothing,0,0,52
0:00:54,38.5,21.9,68,1,407,OFF,electrical/clothing,0,0,54
0:00:56,38.4,21.8,69,2,410,OFF,electrical/clothing,0,0,56
0:00:58,38.4,21.8,69,4,421,OFF,electrical/clothing,0,0,58
0:01:00,38.4,21.8,68,4,418,OFF,electrical/clothing,0,1,0
0:01:02,38.4,21.8,68,12,424,OFF,electrical/clothing,0,1,2
0:01:04,38.5,21.8,68,13,418,OFF,electrical/clothing,0,1,4
0:01:06,38.5,21.8,69,16,420,OFF,electrical/clothing,0,1,6
0:01:08,38.6,21.9,68,12,428,OFF,electrical/clothing,0,1,8
0:01:10,38.5,21.8,68,11,423,OFF,electrical/clothing,0,1,10
0:01:12,38.5,21.8,69,17,431,OFF,electrical/clothing,0,1,12
0:01:14,38.5,21.8,69,14,423,OFF,electrical/clothing,0,1,14
0:01:16,38.5,21.8,68,14,416,OFF,electrical/clothing,0,1,16
0:01:18,38.5,21.8,69,21,422,OFF,electrical/clothing,0,1,18
0:01:20,38.5,21.9,68,23,422,OFF,electrical/clothing,0,1,20
0:01:22,38.5,21.8,69,17,415,OFF,electrical/clothing,0,1,22
0:01:24,38.5,21.8,69,19,426,OFF,electrical/clothing,0,1,24
0:01:26,38.6,21.8,68,20,433,OFF,electrical/clothing,0,1,26
0:01:28,38.6,21.9,69,26,439,OFF,electrical/clothing,0,1,28
0:01:30,38.6,21.8,68,24,431,OFF,electrical/clothing,0,1,30
0:01:32,38.6,21.8,68,26,432,OFF,electrical/clothing,0,1,32
0:01:34,38.6,21.8,68,21,432,OFF,electrical/clothing,0,1,34
0:01:36,38.7,21.9,69,26,431,OFF,electrical/clothing,0,1,36
0:01:38,38.7,21.9,69,31,434,OFF,electrical/clothing,0,1,38
0:01:40,38.6,21.8,69,31,437,OFF,electrical/clothing,0,1,40
0:01:42,38.7,21.9,69,30,431,OFF,electrical/clothing,0,1,42
0:01:44,38.7,21.9,68,33,439,OFF,electrical/clothing,0,1,44
0:01:46,38.7,21.9,68,36,445,OFF,electrical/clothing,0,1,46
0:01:48,38.7,21.9,69,36,437,OFF,electrical/clothing,0,1,48
0:01:50,38.7,21.9,69,40,441,OFF,electrical/clothing,0,1,50
0:01:52,38.7,21.9,69,41,433,OFF,electrical/clothing,0,1,52
0:01:54,38.7,21.9,69,42,442,OFF,electrical/clothing,0,1,54
0:01:56,38.6,21.9,68,35,445,OFF,electrical/clothing,0,1,56
0:01:58,38.6,21.9,69,42,447,OFF,electrical/clothing,0,1,58
0:02:00,38.6,21.9,69,48,441,OFF,electrical/clothing,0,2,0
0:02:02,38.6,21.8,69,43,445,OFF,electrical/clothing,0,2,2
0:02:04,38.6,21.9,68,42,440,OFF,electrical/clothing,0,2,4
0:02:06,38.6,21.9,68,46,442,OFF,electrical/clothing,0,2,6
0:02:08,38.6,21.9,68,52,454,OFF,electrical/clothing,0,2,8
0:02:10,38.6,21.8,69,48,445,OFF,electrical/clothing,0,2,10
0:02:12,38.6,21.9,68,46,446,OFF,electrical/clothing,0,2,12
0:02:14,38.6,21.9,68,50,449,OFF,electrical/clothing,0,2,14
0:02:16,38.6,21.9,68,52,446,OFF,electrical/clothing,0,2,16
0:02:18,38.6,21.9,68,50,447,OFF,electrical/clothing,0,2,18
0:02:20,38.6,21.9,69,56,446,OFF,electrical/clothing,0,2,20
0:02:22,38.5,21.8,68,57,441,OFF,electrical/clothing,0,2,22
0:02:24,38.6,21.9,68,51,447,OFF,electrical/clothing,0,2,24
0:02:26,38.6,21.9,68,51,446,OFF,electrical/clothing,0,2,26
0:02:28,38.6,21.9,69,58,447,OFF,electrical/clothing,0,2,28
0:02:30,38.5,21.8,68,55,439,OFF,electrical/clothing,0,2,30
0:02:32,38.6,21.9,69,60,439,OFF,electrical/clothing,0,2,32
0:02:34,38.5,21.9,69,54,441,OFF,electrical/clothing,0,2,34
0:02:36,38.6,21.9,69,57,450,OFF,electrical/clothing,0,2,36
0:02:38,38.6,21.9,68,57,438,OFF,electrical/clothing,0,2,38
0:02:40,38.6,21.9,69,53,441,OFF,electrical/clothing,0,2,40
0:02:42,38.5,21.8,69,57,447,OFF,electrical/clothing,0,2,42
0:02:44,38.6,21.9,69,58,442,OFF,electrical/clothing,0,2,44
0:02:46,38.6,21.9,69,59,452,OFF,electrical/clothing,0,2,46
0:02:48,38.6,21.9,69,55,446,OFF,electrical/clothing,0,2,48
0:02:50,38.6,21.9,69,58,445,OFF,electrical/clothing,0,2,50
0:02:52,38.7,21.9,68,62,451,OFF,electrical/clothing,0,2,52
0:02:54,38.7,21.9,69,57,453,OFF,electrical/clothing,0,2,54
0:02:56,38.7,21.9,69,63,452,OFF,electrical/clothing,0,2,56
0:02:58,38.7,21.9,68,63,450,OFF,electrical/clothing,0,2,58
0:03:00,38.7,21.9,68,66,465,OFF,electrical/clothing,0,3,0
0:03:02,38.8,21.9,69,65,455,OFF,electrical/clothing,0,3,2
0:03:04,38.8,21.9,69,66,468,OFF,electrical/clothing,0,3,4
0:03:06,38.8,21.9,69,72,459,OFF,electrical/clothing,0,3,6
0:03:08,38.9,21.9,69,64,460,OFF,electrical/clothing,0,3,8
0:03:10,39.0,21.9,69,69,454,OFF,electrical/clothing,0,3,10
0:03:12,39.0,21.9,69,71,464,OFF,electrical/clothing,0,3,12
0:03:14,39.0,21.9,69,70,460,OFF,electrical/clothing,0,3,14
0:03:16,39.1,21.9,70,71,469,OFF,electrical/clothing,0,3,16
0:03:18,39.2,21.9,70,73,474,OFF,electrical/clothing,0,3,18
0:03:20,39.2,21.9,69,73,455,OFF,electrical/clothing,0,3,20
0:03:22,39.1,21.9,69,76,466,OFF,electrical/clothing,0,3,22
0:03:24,39.1,21.9,69,74,471,OFF,electrical/clothing,0,3,24
0:03:26,39.1,21.9,69,78,474,OFF,electrical/clothing,0,3,26
0:03:28,39.2,21.9,69,80,475,OFF,electrical/clothing,0,3,28
0:03:30,39.2,21.9,69,78,473,OFF,electrical/clothing,0,3,30
0:03:32,39.2,21.9,69,87,478,OFF,electrical/clothing,0,3,32
0:03:34,39.2,21.9,69,82,464,OFF,electrical/clothing,0,3,34
0:03:36,39.2,21.9,70,88,471,OFF,electrical/clothing,0,3,36
0:03:38,39.2,21.9,69,77,459,OFF,electrical/clothing,0,3,38
0:03:40,39.2,21.9,69,80,468,OFF,electrical/clothing,0,3,40
0:03:42,39.2,21.9,69,83,467,OFF,electrical/clothing,0,3,42
0:03:44,39.2,21.9,69,85,470,OFF,electrical/clothing,0,3,44
0:03:46,39.2,21.9,70,77,467,OFF,electrical/clothing,0,3,46
0:03:48,39.2,21.9,70,84,467,OFF,electrical/clothing,0,3,48
0:03:50,39.2,21.9,69,79,468,OFF,electrical/clothing,0,3,50
0:03:52,39.2,21.9,69,82,468,OFF,electrical/clothing,0,3,52
0:03:54,39.2,21.9,69,82,465,OFF,electrical/clothing,0,3,54
0:03:56,39.2,21.9,69,85,471,OFF,electrical/clothing,0,3,56
0:03:58,39.2,21.9,70,89,469,OFF,electrical/clothing,0,3,58
0:04:00,39.2,21.9,69,83,467,OFF,electrical/clothing,0,4,0
0:04:02,39.2,21.9,69,85,458,OFF,electrical/clothing,0,4,2
0:04:04,39.2,21.9,69,84,462,OFF,electrical/clothing,0,4,4
0:04:06,39.2,21.9,69,84,463,OFF,electrical/clothing,0,4,6
0:04:08,39.1,21.9,69,91,471,OFF,electrical/clothing,0,4,8
0:04:10,39.1,21.9,69,81,463,OFF,electrical/clothing,0,4,10
0:04:12,39.1,21.9,69,85,463,OFF,electrical/clothing,0,4,12
0:04:14,39.1,21.9,69,90,466,OFF,electrical/clothing,0,4,14
0:04:16,39.1,21.9,70,81,460,OFF,electrical/clothing,0,4,16
0:04:18,39.1,21.9,69,81,459,OFF,electrical/clothing,0,4,18
0:04:20,39.1,21.9,69,80,460,OFF,electrical/clothing,0,4,20
0:04:22,39.0,21.9,69,87,460,OFF,electrical/clothing,0,4,22
0:04:24,39.0,21.9,70,86,460,OFF,electrical/clothing,0,4,24
0:04:26,39.0,21.9,70,83,461,OFF,electrical/clothing,0,4,26
0:04:28,39.0,21.9,69,83,458,OFF,electrical/clothing,0,4,28
0:04:30,39.0,22.0,69,86,459,OFF,electrical/clothing,0,4,30
0:04:32,39.0,21.9,70,86,452,OFF,electrical/clothing,0,4,32
0:04:34,39.0,21.9,69,79,449,OFF,electrical/clothing,0,4,34
0:04:36,39.0,22.0,69,79,450,OFF,electrical/clothing,0,4,36
0:04:38,39.0,22.0,69,84,459,OFF,electrical/clothing,0,4,38
0:04:40,39.0,22.0,69,84,465,OFF,electrical/clothing,0,4,40
0:04:42,39.0,22.0,69,83,466,OFF,electrical/clothing,0,4,42
0:04:44,39.0,21.9,69,88,458,OFF,electrical/clothing,0,4,44
0:04:46,39.0,22.0,69,88,454,OFF,electrical/clothing,0,4,46
0:04:48,39.0,22.0,69,88,456,OFF,electrical/clothing,0,4,48
0:04:50,39.0,22.0,70,83,460,OFF,electrical/clothing,0,4,50
0:04:52,39.0,21.9,69,85,454,OFF,electrical/clothing,0,4,52
0:04:54,39.0,21.9,69,84,456,OFF,electrical/clothing,0,4,54
0:04:56,39.0,21.9,69,87,457,OFF,electrical/clothing,0,4,56
0:04:58,39.0,21.9,69,83,459,OFF,electrical/clothing,0,4,58
0:05:00,39.1,22.0,70,80,458,OFF,electrical/clothing,0,5,0
0:05:02,39.0,21.9,69,89,458,OFF,electrical/clothing,0,5,2
0:05:04,39.0,22.0,69,85,455,OFF,electrical/clothing,0,5,4
0:05:06,39.0,21.9,69,82,457,OFF,electrical/clothing,0,5,6
0:05:08,39.1,22.0,69,88,454,OFF,electrical/clothing,0,5,8
0:05:10,39.0,21.9,70,82,456,OFF,electrical/clothing,0,5,10
0:05:12,39.1,22.0,69,81,450,OFF,electrical/clothing,0,5,12
0:05:14,39.0,21.9,69,89,456,OFF,electrical/clothing,0,5,14
0:05:16,39.0,21.9,70,85,452,OFF,electrical/clothing,0,5,16
0:05:18,39.0,21.9,70,86,447,OFF,electrical/clothing,0,5,18
0:05:20,39.0,21.9,70,80,448,OFF,electrical/clothing,0,5,20
0:05:22,39.0,21.9,70,82,444,OFF,electrical/clothing,0,5,22
0:05:24,39.0,21.9,70,82,450,OFF,electrical/clothing,0,5,24
0:05:26,39.0,21.9,70,81,450,OFF,electrical/clothing,0,5,26
0:05:28,39.0,21.9,70,85,451,OFF,electrical/clothing,0,5,28
0:05:30,39.1,22.0,70,75,442,OFF,electrical/clothing,0,5,30
0:05:32,39.0,21.9,70,83,450,OFF,electrical/clothing,0,5,32
0:05:34,39.1,22.0,70,79,450,OFF,electrical/clothing,0,5,34
0:05:36,39.1,22.0,70,83,448,OFF,electrical/clothing,0,5,36
0:05:38,39.1,22.0,69,79,443,OFF,electrical/clothing,0,5,38
0:05:40,39.0,21.9,69,77,446,OFF,electrical/clothing,0,5,40
0:05:42,39.0,21.9,70,79,440,OFF,electrical/clothing,0,5,42
0:05:44,39.0,22.0,70,84,442,OFF,electrical/clothing,0,5,44
0:05:46,39.0,22.0,70,78,443,OFF,electrical/clothing,0,5,46
0:05:48,39.0,22.0,70,77,440,OFF,electrical/clothing,0,5,48
0:05:50,39.0,22.0,70,78,449,OFF,electrical/clothing,0,5,50
0:05:52,39.1,22.0,70,75,446,OFF,electrical/clothing,0,5,52
0:05:54,39.1,22.0,69,72,443,OFF,electrical/clothing,0,5,54
0:05:56,39.0,21.9,70,79,449,OFF,electrical/clothing,0,5,56
0:05:58,39.0,22.0,69,78,443,OFF,electrical/clothing,0,5,58
0:06:00,39.0,22.0,70,72,436,OFF,electrical/clothing,0,6,0
0:06:02,39.0,22.0,70,77,444,OFF,electrical/clothing,0,6,2
0:06:04,39.0,22.0,69,72,444,OFF,electrical/clothing,0,6,4
0:06:06,39.0,22.0,69,73,441,OFF,electrical/clothing,0,6,6
0:06:08,39.0,22.0,69,77,441,OFF,electrical/clothing,0,6,8
0:06:10,39.0,22.0,69,77,445,OFF,electrical/clothing,0,6,10
0:06:12,39.0,22.0,70,79,458,OFF,electrical/clothing,0,6,12
0:06:14,39.0,21.9,70,76,445,OFF,electrical/clothing,0,6,14
0:06:16,39.0,22.0,70,82,451,OFF,electrical/clothing,0,6,16
0:06:18,39.0,22.0,70,79,448,OFF,electrical/clothing,0,6,18
0:06:20,39.0,22.0,70,76,447,OFF,electrical/clothing,0,6,20
0:06:22,39.1,22.0,69,75,443,OFF,electrical/clothing,0,6,22
0:06:24,39.1,22.0,69,77,440,OFF,electrical/clothing,0,6,24
0:06:26,39.0,21.9,69,77,444,OFF,electrical/clothing,0,6,26
0:06:28,39.0,21.9,69,77,447,OFF,electrical/clothing,0,6,28
0:06:30,39.1,22.0,69,77,445,OFF,electrical/clothing,0,6,30
0:06:32,39.1,21.9,70,85,446,OFF,electrical/clothing,0,6,32
0:06:34,39.1,21.9,70,81,451,OFF,electrical/clothing,0,6,34
0:06:36,39.1,21.9,70,84,441,OFF,electrical/clothing,0,6,36
0:06:38,39.1,22.0,69,80,444,OFF,electrical/clothing,0,6,38
0:06:40,39.1,21.9,69,84,444,OFF,electrical/clothing,0,6,40
0:06:42,39.1,21.9,69,78,440,OFF,electrical/clothing,0,6,42
0:06:44,39.1,21.9,70,78,448,OFF,electrical/clothing,0,6,44
0:06:46,39.1,22.0,70,79,440,OFF,electrical/clothing,0,6,46
0:06:48,39.1,21.9,70,79,442,OFF,electrical/clothing,0,6,48
0:06:50,39.1,21.9,70,82,448,OFF,electrical/clothing,0,6,50
0:06:52,39.1,21.9,70,79,441,OFF,electrical/clothing,0,6,52
0:06:54,39.1,21.9,70,80,448,OFF,electrical/clothing,0,6,54
0:06:56,39.1,21.9,70,80,445,OFF,electrical/clothing,0,6,56
0:06:58,39.1,21.9,70,85,449,OFF,electrical/clothing,0,6,58
0:07:00,39.1,21.9,70,82,438,OFF,electrical/clothing,0,7,0
0:07:02,39.1,21.9,70,77,450,OFF,electrical/clothing,0,7,2
0:07:04,39.1,21.9,70,81,448,OFF,electrical/clothing,0,7,4
0:07:06,39.2,21.9,70,81,451,OFF,electrical/clothing,0,7,6
0:07:08,39.2,21.9,70,82,448,OFF,electrical/clothing,0,7,8
0:07:10,39.2,21.9,70,78,447,OFF,electrical/clothing,0,7,10
0:07:12,39.2,21.9,70,82,439,OFF,electrical/clothing,0,7,12
0:07:14,39.2,21.9,70,80,436,OFF,electrical/clothing,0,7,14
0:07:16,39.2,21.9,70,77,435,OFF,electrical/clothing,0,7,16
0:07:18,39.2,21.9,70,76,433,OFF,electrical/clothing,0,7,18
0:07:20,39.2,21.9,70,78,443,OFF,electrical/clothing,0,7,20
0:07:22,39.2,21.9,70,75,433,OFF,electrical/clothing,0,7,22
0:07:24,39.2,21.9,70,75,439,OFF,electrical/clothing,0,7,24
0:07:26,39.2,21.9,70,77,445,OFF,electrical/clothing,0,7,26
0:07:28,39.2,21.9,70,72,439,OFF,electrical/clothing,0,7,28
0:07:30,39.2,21.9,70,75,438,OFF,electrical/clothing,0,7,30
0:07:32,39.2,21.9,70,73,440,OFF,electrical/clothing,0,7,32
0:07:34,39.2,21.9,70,73,429,OFF,electrical/clothing,0,7,34
0:07:36,39.3,21.9,70,69,429,OFF,electrical/clothing,0,7,36
0:07:38,39.2,21.9,70,73,445,OFF,electrical/clothing,0,7,38
0:07:40,39.2,21.9,70,77,445,OFF,electrical/clothing,0,7,40
0:07:42,39.2,21.9,70,76,436,OFF,electrical/clothing,0,7,42
0:07:44,39.3,21.9,70,78,433,OFF,electrical/clothing,0,7,44
0:07:46,39.2,21.9,70,77,434,OFF,electrical/clothing,0,7,46
0:07:48,39.3,21.9,70,72,435,OFF,electrical/clothing,0,7,48
0:07:50,39.3,21.9,70,79,440,OFF,electrical/clothing,0,7,50
0:07:52,39.3,21.9,70,78,440,OFF,electrical/clothing,0,7,52
0:07:54,39.3,21.9,70,75,433,OFF,electrical/clothing,0,7,54
0:07:56,39.2,21.9,70,78,439,OFF,electrical/clothing,0,7,56
0:07:58,39.2,21.9,70,80,445,OFF,electrical/clothing,0,7,58
0:08:00,39.2,21.9,70,82,445,OFF,electrical/clothing,0,8,0
0:08:02,39.2,21.9,70,77,442,OFF,electrical/clothing,0,8,2
0:08:04,39.2,21.9,70,81,443,OFF,electrical/clothing,0,8,4
0:08:06,39.2,21.9,70,77,443,OFF,electrical/clothing,0,8,6
0:08:08,39.2,21.9,70,82,441,OFF,electrical/clothing,0,8,8
0:08:10,39.3,21.9,70,81,445,OFF,electrical/clothing,0,8,10
0:08:12,39.2,21.9,71,82,437,OFF,electrical/clothing,0,8,12
0:08:14,39.2,21.9,70,84,438,OFF,electrical/clothing,0,8,14
0:08:16,39.2,21.9,70,81,445,OFF,electrical/clothing,0,8,16
0:08:18,39.2,21.9,70,81,445,OFF,electrical/clothing,0,8,18
0:08:20,39.3,21.9,71,80,445,OFF,electrical/clothing,0,8,20
0:08:22,39.3,21.9,70,86,449,OFF,electrical/clothing,0,8,22
0:08:24,39.3,21.9,70,90,445,OFF,electrical/clothing,0,8,24
0:08:26,39.3,21.9,70,84,445,OFF,electrical/clothing,0,8,26
0:08:28,39.3,21.9,70,92,453,OFF,electrical/clothing,0,8,28
0:08:30,39.3,21.9,71,89,452,OFF,electrical/clothing,0,8,30
0:08:32,39.3,21.9,70,97,452,OFF,electrical/clothing,0,8,32
0:08:34,39.3,21.9,71,87,446,OFF,electrical/clothing,0,8,34
0:08:36,39.3,21.9,70,88,442,OFF,electrical/clothing,0,8,36
0:08:38,39.3,21.9,70,86,441,OFF,electrical/clothing,0,8,38
0:08:40,39.3,21.9,70,91,445,OFF,electrical/clothing,0,8,40
0:08:42,39.3,21.9,70,92,448,OFF,electrical/clothing,0,8,42
0:08:44,39.3,21.9,70,94,454,OFF,electrical/clothing,0,8,44
0:08:46,39.2,21.9,70,93,445,OFF,electrical/clothing,0,8,46
0:08:48,39.2,21.9,71,94,455,OFF,electrical/clothing,0,8,48
0:08:50,39.2,21.9,70,95,455,OFF,electrical/clothing,0,8,50
0:08:52,39.2,21.9,70,95,452,OFF,electrical/clothing,0,8,52
0:08:54,39.2,21.9,70,92,444,OFF,electrical/clothing,0,8,54
0:08:56,39.2,21.9,70,97,450,OFF,electrical/clothing,0,8,56
0:08:58,39.1,21.9,70,93,446,OFF,electrical/clothing,0,8,58
0:09:00,39.1,21.9,70,92,445,OFF,electrical/clothing,0,9,0
0:09:02,39.2,21.9,70,95,437,OFF,electrical/clothing,0,9,2
0:09:04,39.2,21.9,70,101,453,OFF,electrical/clothing,0,9,4
0:09:06,39.2,21.9,70,98,449,OFF,electrical/clothing,0,9,6
0:09:08,39.2,21.9,70,96,445,OFF,electrical/clothing,0,9,8
0:09:10,39.2,21.9,70,102,452,OFF,electrical/clothing,0,9,10
0:09:12,39.2,21.9,70,95,453,OFF,electrical/clothing,0,9,12
0:09:14,39.2,21.9,71,96,449,OFF,electrical/clothing,0,9,14
0:09:16,39.2,21.9,70,96,446,OFF,electrical/clothing,0,9,16
0:09:18,39.2,21.9,70,96,444,OFF,electrical/clothing,0,9,18
0:09:20,39.2,21.9,71,94,441,OFF,electrical/clothing,0,9,20
0:09:22,39.2,21.9,71,96,442,OFF,electrical/clothing,0,9,22
0:09:24,39.2,21.9,70,99,442,OFF,electrical/clothing,0,9,24
0:09:26,39.2,21.9,70,92,443,OFF,electrical/clothing,0,9,26
0:09:28,39.2,21.9,70,92,446,OFF,electrical/clothing,0,9,28
0:09:30,39.3,22.0,70,91,439,OFF,electrical/clothing,0,9,30
0:09:32,39.2,22.0,71,101,446,OFF,electrical/clothing,0,9,32
0:09:34,39.2,21.9,70,93,438,OFF,electrical/clothing,0,9,34
0:09:36,39.2,21.9,71,94,441,OFF,electrical/clothing,0,9,36
0:09:38,39.2,22.0,70,93,446,OFF,electrical/clothing,0,9,38
0:09:40,39.2,21.9,70,88,435,OFF,electrical/clothing,0,9,40
0:09:42,39.2,22.0,71,90,437,OFF,electrical/clothing,0,9,42
0:09:44,39.2,22.0,70,90,442,OFF,electrical/clothing,0,9,44
0:09:46,39.2,21.9,70,92,442,OFF,electrical/clothing,0,9,46
0:09:48,39.2,21.9,70,97,452,OFF,electrical/clothing,0,9,48
0:09:50,39.2,21.9,70,102,450,OFF,electrical/clothing,0,9,50
0:09:52,39.2,21.9,71,98,452,OFF,electrical/clothing,0,9,52
0:09:54,39.2,21.9,71,104,459,OFF,electrical/clothing,0,9,54
0:09:56,39.2,21.9,71,101,455,OFF,electrical/clothing,0,9,56
0:09:58,39.3,22.0,71,109,459,OFF,electrical/clothing,0,9,58
0:10:00,39.2,21.9,70,108,452,OFF,electrical/clothing,0,10,0
0:10:02,39.3,22.0,70,101,450,OFF,electrical/clothing,0,10,2
0:10:04,39.3,21.9,70,104,455,OFF,electrical/clothing,0,10,4
0:10:06,39.2,21.9,71,102,449,OFF,electrical/clothing,0,10,6
0:10:08,39.2,21.9,71,105,455,OFF,electrical/clothing,0,10,8
0:10:10,39.2,22.0,71,106,452,OFF,electrical/clothing,0,10,10
0:10:12,39.3,22.0,71,105,452,OFF,electrical/clothing,0,10,12
0:10:14,39.3,22.0,71,111,455,OFF,electrical/clothing,0,10,14
0:10:16,39.2,21.9,71,115,457,OFF,electrical/clothing,0,10,16
0:10:18,39.2,21.9,70,109,457,OFF,electrical/clothing,0,10,18
0:10:20,39.2,21.9,71,113,447,OFF,electrical/clothing,0,10,20
0:10:22,39.3,22.0,71,107,452,OFF,electrical/clothing,0,10,22
0:10:24,39.3,22.0,70,108,447,OFF,electrical/clothing,0,10,24
0:10:26,39.3,22.0,70,109,443,OFF,electrical/clothing,0,10,26
0:10:28,39.2,21.9,70,115,452,OFF,electrical/clothing,0,10,28
0:10:30,39.2,22.0,71,112,436,OFF,electrical/clothing,0,10,30
0:10:32,39.2,22.0,71,112,446,OFF,electrical/clothing,0,10,32
0:10:34,39.2,22.0,71,110,445,OFF,electrical/clothing,0,10,34
0:10:36,39.2,22.0,71,108,434,OFF,electrical/clothing,0,10,36
0:10:38,39.2,22.0,71,113,455,OFF,electrical/clothing,0,10,38
0:10:40,39.2,22.0,71,109,455,OFF,electrical/clothing,0,10,40
0:10:42,39.2,22.0,71,105,434,OFF,electrical/clothing,0,10,42
0:10:44,39.2,22.0,71,109,452,OFF,electrical/clothing,0,10,44
0:10:46,39.2,22.0,70,104,444,OFF,electrical/clothing,0,10,46
0:10:48,39.2,22.0,71,106,443,OFF,electrical/clothing,0,10,48
0:10:50,39.2,22.0,71,105,441,OFF,electrical/clothing,0,10,50
0:10:52,39.2,22.0,71,111,448,OFF,electrical/clothing,0,10,52
0:10:54,39.2,22.0,70,111,452,OFF,electrical/clothing,0,10,54
0:10:56,39.2,22.0,71,104,440,OFF,electrical/clothing,0,10,56
0:10:58,39.2,22.0,71,109,437,OFF,electrical/clothing,0,10,58
0:11:00,39.2,22.0,71,105,443,OFF,electrical/clothing,0,11,0
0:11:02,39.2,22.0,71,107,446,OFF,electrical/clothing,0,11,2
0:11:04,39.2,22.0,71,109,455,OFF,electrical/clothing,0,11,4
0:11:06,39.2,22.0,71,110,447,OFF,electrical/clothing,0,11,6
0:11:08,39.2,22.0,71,108,448,OFF,electrical/clothing,0,11,8
0:11:10,39.2,22.0,71,113,453,OFF,electrical/clothing,0,11,10
0:11:12,39.2,22.0,71,113,448,OFF,electrical/clothing,0,11,12
0:11:14,39.2,22.0,71,109,446,OFF,electrical/clothing,0,11,14
0:11:16,39.2,22.0,71,111,445,OFF,electrical/clothing,0,11,16
0:11:18,39.2,22.0,71,110,449,OFF,electrical/clothing,0,11,18
0:11:20,39.2,22.0,71,115,445,OFF,electrical/clothing,0,11,20
0:11:22,39.2,22.0,71,113,452,OFF,electrical/clothing,0,11,22
0:11:24,39.2,22.0,71,114,456,OFF,electrical/clothing,0,11,24
0:11:26,39.2,22.0,71,107,443,OFF,electrical/clothing,0,11,26
0:11:28,39.2,22.0,71,114,447,OFF,electrical/clothing,0,11,28
0:11:30,39.2,22.0,71,108,450,OFF,electrical/clothing,0,11,30
0:11:32,39.2,22.0,71,112,451,OFF,electrical/clothing,0,11,32
0:11:34,39.2,22.0,71,111,452,OFF,electrical/clothing,0,11,34
0:11:36,39.2,22.0,71,117,449,OFF,electrical/clothing,0,11,36
0:11:38,39.2,22.0,71,113,452,OFF,electrical/clothing,0,11,38
0:11:40,39.2,22.0,71,112,449,OFF,electrical/clothing,0,11,40
0:11:42,39.2,22.0,71,111,450,OFF,electrical/clothing,0,11,42
0:11:44,39.2,22.0,71,116,444,OFF,electrical/clothing,0,11,44
0:11:46,39.2,22.0,71,109,441,OFF,electrical/clothing,0,11,46
0:11:48,39.2,22.0,71,113,435,OFF,electrical/clothing,0,11,48
0:11:50,39.2,22.0,71,108,432,OFF,electrical/clothing,0,11,50
0:11:52,39.2,22.0,71,114,437,OFF,electrical/clothing,0,11,52
0:11:54,39.2,22.0,71,109,436,OFF,electrical/clothing,0,11,54
0:11:56,39.2,22.0,71,106,441,OFF,electrical/clothing,0,11,56
0:11:58,39.2,22.0,71,105,444,OFF,electrical/clothing,0,11,58
0:12:00,39.2,22.0,71,110,444,OFF,electrical/clothing,0,12,0
0:12:02,39.2,22.0,71,114,446,OFF,electrical/clothing,0,12,2
0:12:04,39.2,22.0,71,112,446,OFF,electrical/clothing,0,12,4
0:12:06,39.2,22.0,71,113,435,OFF,electrical/clothing,0,12,6
0:12:08,39.2,22.0,71,110,445,OFF,electrical/clothing,0,12,8
0:12:10,39.2,22.0,71,111,440,OFF,electrical/clothing,0,12,10
0:12:12,39.2,22.0,71,111,443,OFF,electrical/clothing,0,12,12
