Humidity,Temperature,MQ139,TVOC,eCO2,Detector,Status,Cause
61.9,21.6,82,6,407,0,0,electrical/clothing
61.9,21.6,82,6,405,0,0,electrical/clothing
61.9,21.6,82,3,403,0,0,electrical/clothing
61.9,21.6,82,4,400,0,0,electrical/clothing
61.9,21.6,82,1,412,0,0,electrical/clothing
61.9,21.6,82,0,409,0,0,electrical/clothing
61.9,21.6,82,2,411,0,0,electrical/clothing
61.9,21.6,82,2,412,0,0,electrical/clothing
62.0,21.6,82,6,410,0,0,electrical/clothing
62.0,21.6,82,6,407,0,0,electrical/clothing
62.0,21.6,82,6,411,0,0,electrical/clothing
62.0,21.6,82,2,402,0,0,electrical/clothing
62.0,21.6,82,4,404,0,0,electrical/clothing
62.0,21.6,82,4,410,0,0,electrical/clothing
62.0,21.6,82,5,406,0,0,electrical/clothing
62.0,21.6,82,2,404,0,0,electrical/clothing
62.0,21.6,82,8,404,0,0,electrical/clothing
62.0,21.6,83,9,409,0,0,electrical/clothing
62.0,21.5,82,7,411,0,0,electrical/clothing
62.0,21.5,82,5,411,0,0,electrical/clothing
62.0,21.5,82,5,408,0,0,electrical/clothing
62.0,21.5,82,5,411,0,0,electrical/clothing
62.1,21.5,82,0,400,0,0,electrical/clothing
62.1,21.5,82,8,408,0,0,electrical/clothing
62.1,21.5,83,11,409,0,0,electrical/clothing
62.1,21.5,82,6,404,0,0,electrical/clothing
62.1,21.5,82,6,405,0,0,electrical/clothing
62.1,21.5,83,6,408,0,0,electrical/clothing
62.1,21.5,82,2,405,0,0,electrical/clothing
62.1,21.5,82,5,403,0,0,electrical/clothing
62.1,21.5,82,8,406,0,0,electrical/clothing
62.1,21.5,82,7,409,0,0,electrical/clothing
62.1,21.5,83,8,400,0,0,electrical/clothing
62.1,21.5,82,6,407,0,0,electrical/clothing
62.2,21.5,82,3,401,0,0,electrical/clothing
62.2,21.5,82,0,401,0,0,electrical/clothing
62.2,21.5,83,0,400,0,0,electrical/clothing
62.2,21.5,83,5,406,0,0,electrical/clothing
62.2,21.5,82,3,406,0,0,electrical/clothing
62.2,21.5,82,8,405,0,0,electrical/clothing
62.2,21.5,82,0,400,0,0,electrical/clothing
62.2,21.5,83,3,411,0,0,electrical/clothing
62.2,21.5,83,9,417,0,0,electrical/clothing
62.2,21.5,83,1,413,0,0,electrical/clothing
62.2,21.5,82,3,412,0,0,electrical/clothing
62.3,21.5,82,5,409,0,0,electrical/clothing
62.3,21.5,83,2,416,0,0,electrical/clothing
62.3,21.5,82,2,419,0,0,electrical/clothing
62.3,21.5,82,7,412,0,0,electrical/clothing
62.3,21.5,83,4,415,0,0,electrical/clothing
62.3,21.5,82,4,409,0,0,electrical/clothing
62.3,21.5,82,5,415,0,0,electrical/clothing
62.3,21.5,82,5,406,0,0,electrical/clothing
62.3,21.5,83,6,405,0,0,electrical/clothing
62.3,21.5,83,0,401,0,0,electrical/clothing
62.3,21.5,83,1,413,0,0,electrical/clothing
62.3,21.5,82,2,405,0,0,electrical/clothing
62.4,21.5,83,2,411,0,0,electrical/clothing
62.4,21.5,83,4,407,0,0,electrical/clothing
62.3,21.4,82,3,405,0,0,electrical/clothing
62.3,21.4,83,0,402,0,0,electrical/clothing
62.4,21.5,82,2,402,0,0,electrical/clothing
62.4,21.5,82,1,405,0,0,electrical/clothing
62.4,21.5,82,1,402,0,0,electrical/clothing
62.4,21.5,83,0,402,0,0,electrical/clothing
62.4,21.4,82,1,404,0,0,electrical/clothing
62.4,21.4,83,1,400,0,0,electrical/clothing
62.4,21.4,83,2,400,0,0,electrical/clothing
62.4,21.4,82,4,405,0,0,electrical/clothing
62.4,21.4,82,0,405,0,0,electrical/clothing
62.4,21.4,83,0,401,0,0,electrical/clothing
62.4,21.4,83,4,400,0,0,electrical/clothing
62.4,21.4,83,0,400,0,0,electrical/clothing
62.4,21.4,83,0,400,0,0,electrical/clothing
62.4,21.4,82,0,406,0,0,electrical/clothing
62.5,21.4,82,3,403,0,0,electrical/clothing
62.5,21.4,83,0,402,0,0,electrical/clothing
62.5,21.4,83,2,405,0,0,electrical/clothing
62.5,21.4,83,3,408,0,0,electrical/clothing
62.5,21.4,83,4,401,0,0,electrical/clothing
62.5,21.4,83,3,400,0,0,electrical/clothing
62.5,21.4,83,1,405,0,0,electrical/clothing
62.5,21.4,82,5,407,0,0,electrical/clothing
62.5,21.4,83,1,402,0,0,electrical/clothing
62.5,21.4,82,0,405,0,0,electrical/clothing
62.5,21.4,83,2,406,0,0,electrical/clothing
62.6,21.4,83,5,411,0,0,electrical/clothing
62.6,21.4,83,1,400,0,0,electrical/clothing
62.6,21.4,82,4,405,0,0,electrical/clothing
62.6,21.4,82,4,410,0,0,electrical/clothing
62.6,21.4,83,8,410,0,0,electrical/clothing
62.6,21.4,83,1,404,0,0,electrical/clothing
62.6,21.4,83,3,403,0,0,electrical/clothing
62.6,21.4,83,7,404,0,0,electrical/clothing
62.6,21.4,82,2,400,0,0,electrical/clothing
62.6,21.4,82,0,405,0,0,electrical/clothing
62.6,21.4,83,4,409,0,0,electrical/clothing
62.6,21.4,83,1,400,0,0,electrical/clothing
62.6,21.3,83,4,411,0,0,electrical/clothing
62.6,21.3,83,8,401,0,0,electrical/clothing
62.6,21.3,82,6,407,0,0,electrical/clothing
62.6,21.3,83,1,400,0,0,electrical/clothing
62.7,21.4,83,2,409,0,0,electrical/clothing
62.7,21.4,83,7,412,0,0,electrical/clothing
62.7,21.3,83,5,404,0,0,electrical/clothing
62.7,21.3,82,3,404,0,0,electrical/clothing
62.7,21.3,83,7,413,0,0,electrical/clothing
62.7,21.3,83,6,410,0,0,electrical/clothing
62.7,21.3,82,3,407,0,0,electrical/clothing
62.7,21.3,82,8,409,0,0,electrical/clothing
62.7,21.3,83,10,412,0,0,electrical/clothing
62.8,21.3,82,0,400,0,0,electrical/clothing
62.8,21.3,82,10,413,0,0,electrical/clothing
62.8,21.3,83,5,406,0,0,electrical/clothing
62.8,21.3,83,6,407,0,0,electrical/clothing
62.8,21.3,83,5,400,0,0,electrical/clothing
62.8,21.3,83,6,401,0,0,electrical/clothing
62.8,21.3,82,5,400,0,0,electrical/clothing
62.8,21.3,83,2,402,0,0,electrical/clothing
62.8,21.3,83,5,403,0,0,electrical/clothing
62.8,21.3,83,5,400,0,0,electrical/clothing
62.8,21.3,83,5,400,0,0,electrical/clothing
62.8,21.3,83,0,400,0,0,electrical/clothing
62.9,21.3,83,6,400,0,0,electrical/clothing
62.9,21.3,83,0,400,0,0,electrical/clothing
62.9,21.3,83,1,400,0,0,electrical/clothing
62.9,21.3,83,1,400,0,0,electrical/clothing
62.9,21.3,83,6,401,0,0,electrical/clothing
62.9,21.3,83,3,400,0,0,electrical/clothing
62.9,21.3,83,8,400,0,0,electrical/clothing
62.9,21.3,83,0,400,0,0,electrical/clothing
62.9,21.3,83,3,400,0,0,electrical/clothing
62.9,21.3,83,3,400,0,0,electrical/clothing
62.9,21.3,83,4,400,0,0,electrical/clothing
62.9,21.3,83,0,400,0,0,electrical/clothing
62.9,21.3,82,5,400,0,0,electrical/clothing
62.9,21.3,83,7,400,0,0,electrical/clothing
63.0,21.3,83,2,400,0,0,electrical/clothing
63.0,21.3,83,3,400,0,0,electrical/clothing
62.9,21.2,83,6,400,0,0,electrical/clothing
62.9,21.2,83,7,404,0,0,electrical/clothing
63.0,21.3,83,12,401,0,0,electrical/clothing
63.0,21.3,83,5,400,0,0,electrical/clothing
63.0,21.3,83,7,400,0,0,electrical/clothing
63.0,21.3,83,8,401,0,0,electrical/clothing
63.0,21.3,83,7,407,0,0,electrical/clothing
63.0,21.3,83,4,401,0,0,electrical/clothing
63.0,21.3,83,4,404,0,0,electrical/clothing
63.0,21.3,83,5,400,0,0,electrical/clothing
63.0,21.3,83,5,400,0,0,electrical/clothing
63.0,21.2,83,5,400,0,0,electrical/clothing
63.0,21.2,83,0,400,0,0,electrical/clothing
63.0,21.3,83,8,400,0,0,electrical/clothing
63.0,21.3,83,2,400,0,0,electrical/clothing
63.1,21.3,83,9,400,0,0,electrical/clothing
63.1,21.3,83,8,400,0,0,electrical/clothing
63.1,21.3,83,7,404,0,0,electrical/clothing
63.1,21.3,83,2,400,0,0,electrical/clothing
63.0,21.2,83,6,406,0,0,electrical/clothing
63.0,21.2,83,4,400,0,0,electrical/clothing
63.1,21.2,83,6,403,0,0,electrical/clothing
63.1,21.2,83,1,401,0,0,electrical/clothing
63.1,21.2,83,7,401,0,0,electrical/clothing
63.1,21.2,84,6,403,0,0,electrical/clothing
63.1,21.2,83,7,403,0,0,electrical/clothing
63.1,21.2,83,6,400,0,0,electrical/clothing
63.1,21.2,83,5,400,0,0,electrical/clothing
63.1,21.2,82,6,400,0,0,electrical/clothing
63.1,21.2,83,0,400,0,0,electrical/clothing
63.1,21.2,83,7,400,0,0,electrical/clothing
63.1,21.2,83,8,402,0,0,electrical/clothing
63.1,21.2,82,6,400,0,0,electrical/clothing
63.1,21.2,83,5,400,0,0,electrical/clothing
63.1,21.2,83,6,400,0,0,electrical/clothing
63.2,21.2,83,2,400,0,0,electrical/clothing
63.2,21.2,83,1,400,0,0,electrical/clothing
63.2,21.2,83,4,400,0,0,electrical/clothing
63.2,21.2,83,6,402,0,0,electrical/clothing
63.2,21.2,83,5,400,0,0,electrical/clothing
63.2,21.2,83,4,400,0,0,electrical/clothing
63.2,21.2,84,5,401,0,0,electrical/clothing
63.2,21.2,83,7,400,0,0,electrical/clothing
63.2,21.2,83,6,400,0,0,electrical/clothing
63.2,21.2,83,4,400,0,0,electrical/clothing
63.2,21.2,83,4,400,0,0,electrical/clothing
63.2,21.2,83,8,400,0,0,electrical/clothing
63.2,21.2,83,4,400,0,0,electrical/clothing
63.2,21.2,83,5,400,0,0,electrical/clothing
63.2,21.2,83,0,400,0,0,electrical/clothing
63.2,21.2,83,2,400,0,0,electrical/clothing
63.2,21.2,83,5,400,0,0,electrical/clothing
63.2,21.2,83,2,400,0,0,electrical/clothing
63.2,21.2,83,0,400,0,0,electrical/clothing
63.3,21.2,83,3,400,0,0,electrical/clothing
63.3,21.2,83,0,400,0,0,electrical/clothing
63.3,21.2,83,1,400,0,0,electrical/clothing
63.3,21.2,83,1,400,0,0,electrical/clothing
63.3,21.2,83,3,400,0,0,electrical/clothing
63.3,21.2,83,0,400,0,0,electrical/clothing
63.3,21.2,83,3,400,0,0,electrical/clothing
63.3,21.2,83,4,400,0,0,electrical/clothing
63.3,21.2,83,0,400,0,0,electrical/clothing
63.3,21.2,83,0,400,0,0,electrical/clothing
63.3,21.2,83,1,400,0,0,electrical/clothing
63.3,21.2,83,4,400,0,0,electrical/clothing
63.4,21.2,83,8,400,0,0,electrical/clothing
63.4,21.2,83,0,400,0,0,electrical/clothing
63.4,21.2,83,2,400,0,0,electrical/clothing
63.4,21.2,84,2,400,0,0,electrical/clothing
63.4,21.2,83,3,400,0,0,electrical/clothing
63.4,21.2,83,8,400,0,0,electrical/clothing
63.4,21.2,83,6,400,0,0,electrical/clothing
63.4,21.2,83,7,400,0,0,electrical/clothing
63.4,21.2,83,6,400,0,0,electrical/clothing
63.4,21.2,84,0,400,0,0,electrical/clothing
63.4,21.1,83,8,400,0,0,electrical/clothing
63.4,21.1,83,2,400,0,0,electrical/clothing
63.4,21.1,83,6,404,0,0,electrical/clothing
63.4,21.1,83,5,400,0,0,electrical/clothing
63.4,21.1,83,6,400,0,0,electrical/clothing
63.4,21.1,84,3,400,0,0,electrical/clothing
63.4,21.1,83,1,400,0,0,electrical/clothing
63.4,21.1,83,2,400,0,0,electrical/clothing
63.4,21.1,83,6,400,0,0,electrical/clothing
63.5,21.1,84,4,400,0,0,electrical/clothing
63.5,21.1,83,6,400,0,0,electrical/clothing
63.5,21.1,84,5,400,0,0,electrical/clothing
63.5,21.1,83,4,400,0,0,electrical/clothing
63.5,21.1,83,2,400,0,0,electrical/clothing
63.5,21.1,83,10,401,0,0,electrical/clothing
63.5,21.1,83,10,400,0,0,electrical/clothing
63.5,21.1,84,8,400,0,0,electrical/clothing
63.5,21.1,84,9,400,0,0,electrical/clothing
63.5,21.1,83,7,400,0,0,electrical/clothing
63.5,21.1,84,0,401,0,0,electrical/clothing
63.5,21.1,83,12,402,0,0,electrical/clothing
63.5,21.1,84,8,405,0,0,electrical/clothing
63.5,21.1,83,10,400,0,0,electrical/clothing
63.5,21.1,83,14,405,0,0,electrical/clothing
63.5,21.1,84,8,400,0,0,electrical/clothing
63.5,21.1,83,14,405,0,0,electrical/clothing
63.5,21.1,83,8,400,0,0,electrical/clothing
63.5,21.1,84,8,400,0,0,electrical/clothing
63.5,21.1,83,11,402,0,0,electrical/clothing
63.6,21.1,84,6,400,0,0,electrical/clothing
63.6,21.1,83,4,400,0,0,electrical/clothing
63.6,21.1,84,9,400,0,0,electrical/clothing
63.6,21.1,84,8,402,0,0,electrical/clothing
63.6,21.1,83,6,404,0,0,electrical/clothing
63.6,21.1,83,4,400,0,0,electrical/clothing
63.6,21.1,83,11,400,0,0,electrical/clothing
63.6,21.1,83,9,400,0,0,electrical/clothing
63.6,21.1,83,5,400,0,0,electrical/clothing
63.6,21.1,83,9,400,0,0,electrical/clothing
63.6,21.1,83,10,401,0,0,electrical/clothing
63.6,21.1,83,6,400,0,0,electrical/clothing
63.7,21.1,83,11,400,0,0,electrical/clothing
63.7,21.1,83,10,404,0,0,electrical/clothing
63.7,21.1,83,8,400,0,0,electrical/clothing
63.7,21.1,84,7,400,0,0,electrical/clothing
63.7,21.1,83,2,400,0,0,electrical/clothing
63.7,21.1,83,1,400,0,0,electrical/clothing
63.7,21.1,84,1,400,0,0,electrical/clothing
63.7,21.1,84,3,400,0,0,electrical/clothing
63.7,21.1,84,4,400,0,0,electrical/clothing
63.7,21.1,83,5,400,0,0,electrical/clothing
63.7,21.1,84,2,400,0,0,electrical/clothing
63.7,21.1,83,7,400,0,0,electrical/clothing
63.7,21.1,84,1,400,0,0,electrical/clothing
63.7,21.1,84,5,400,0,0,electrical/clothing
63.7,21.1,83,4,400,0,0,electrical/clothing
63.7,21.0,83,0,400,0,0,electrical/clothing
63.7,21.0,83,5,402,0,0,electrical/clothing
63.7,21.1,83,5,400,0,0,electrical/clothing
63.7,21.1,83,1,400,0,0,electrical/clothing
63.7,21.0,84,2,400,0,0,electrical/clothing
63.7,21.0,84,1,401,0,0,electrical/clothing
63.8,21.1,83,4,400,0,0,electrical/clothing
63.8,21.1,83,3,400,0,0,electrical/clothing
63.8,21.1,83,1,400,0,0,electrical/clothing
63.8,21.1,84,3,400,0,0,electrical/clothing
63.8,21.0,83,1,400,0,0,electrical/clothing
63.8,21.0,83,3,400,0,0,electrical/clothing
63.8,21.0,84,0,400,0,0,electrical/clothing
63.8,21.0,84,4,400,0,0,electrical/clothing
63.8,21.0,83,4,402,0,0,electrical/clothing
63.8,21.0,84,8,400,0,0,electrical/clothing
63.8,21.0,83,4,400,0,0,electrical/clothing
63.8,21.0,83,10,408,0,0,electrical/clothing
63.8,21.0,83,8,402,0,0,electrical/clothing
63.8,21.0,83,7,401,0,0,electrical/clothing
63.8,21.0,84,7,401,0,0,electrical/clothing
63.8,21.0,83,10,407,0,0,electrical/clothing
63.8,21.0,84,12,400,0,0,electrical/clothing
63.8,21.0,84,5,400,0,0,electrical/clothing
63.8,21.0,84,13,407,0,0,electrical/clothing
63.8,21.0,84,8,403,0,0,electrical/clothing
63.9,21.0,83,8,406,0,0,electrical/clothing
63.9,21.0,84,7,400,0,0,electrical/clothing
63.9,21.0,83,11,400,0,0,electrical/clothing
63.9,21.0,83,11,400,0,0,electrical/clothing
63.9,21.0,83,13,401,0,0,electrical/clothing
63.9,21.0,83,9,400,0,0,electrical/clothing
63.9,21.0,83,6,400,0,0,electrical/clothing
64.0,21.0,83,6,400,0,0,electrical/clothing
64.0,21.0,83,8,400,0,0,electrical/clothing
64.0,21.0,83,8,400,0,0,electrical/clothing
64.0,21.0,83,10,405,0,0,electrical/clothing
64.0,21.0,83,1,400,0,0,electrical/clothing
64.0,21.0,83,5,400,0,0,electrical/clothing
64.0,21.0,84,4,400,0,0,electrical/clothing
64.0,21.0,84,4,400,0,0,electrical/clothing
64.0,21.0,83,3,400,0,0,electrical/clothing
64.0,21.0,84,2,400,0,0,electrical/clothing
64.0,21.0,83,2,400,0,0,electrical/clothing
64.0,21.0,84,11,400,0,0,electrical/clothing
64.1,21.0,84,7,400,0,0,electrical/clothing
64.1,21.0,84,6,400,0,0,electrical/clothing
64.1,21.0,83,1,401,0,0,electrical/clothing
64.1,21.0,83,10,405,0,0,electrical/clothing
64.1,21.0,83,11,403,0,0,electrical/clothing
64.1,21.0,84,9,408,0,0,electrical/clothing
64.1,21.0,84,7,400,0,0,electrical/clothing
64.1,21.0,84,7,400,0,0,electrical/clothing
64.1,21.0,84,8,403,0,0,electrical/clothing
64.1,21.0,84,7,403,0,0,electrical/clothing
64.1,21.0,83,9,400,0,0,electrical/clothing
64.1,21.0,84,6,400,0,0,electrical/clothing
64.1,21.0,84,8,400,0,0,electrical/clothing
64.1,21.0,83,6,400,0,0,electrical/clothing
64.2,21.0,84,14,400,0,0,electrical/clothing
64.2,21.0,83,6,400,0,0,electrical/clothing
64.2,21.0,84,5,400,0,0,electrical/clothing
64.2,21.0,83,5,400,0,0,electrical/clothing
64.1,20.9,83,9,400,0,0,electrical/clothing
64.1,20.9,83,9,400,0,0,electrical/clothing
64.1,20.9,83,8,400,0,0,electrical/clothing
64.1,20.9,83,11,400,0,0,electrical/clothing
64.1,20.9,84,3,400,0,0,electrical/clothing
64.1,20.9,84,2,400,0,0,electrical/clothing
64.1,20.9,84,0,400,0,0,electrical/clothing
64.1,20.9,84,8,400,0,0,electrical/clothing
64.2,20.9,83,8,400,0,0,electrical/clothing
64.2,20.9,83,5,400,0,0,electrical/clothing
64.2,20.9,84,6,401,0,0,electrical/clothing
64.2,20.9,84,8,400,0,0,electrical/clothing
64.2,20.9,84,10,400,0,0,electrical/clothing
64.2,20.9,84,4,400,0,0,electrical/clothing
64.2,20.9,84,4,400,0,0,electrical/clothing
64.2,20.9,83,8,402,0,0,electrical/clothing
64.2,21.0,84,3,400,0,0,electrical/clothing
64.2,21.0,84,3,400,0,0,electrical/clothing
64.2,20.9,84,4,400,0,0,electrical/clothing
64.2,20.9,84,5,400,0,0,electrical/clothing
64.2,20.9,84,8,403,0,0,electrical/clothing
64.2,20.9,83,8,400,0,0,electrical/clothing
64.2,20.9,83,5,400,0,0,electrical/clothing
64.2,20.9,84,4,400,0,0,electrical/clothing
64.3,21.0,83,1,400,0,0,electrical/clothing
64.3,21.0,83,0,400,0,0,electrical/clothing
64.2,20.9,84,4,400,0,0,electrical/clothing
64.2,20.9,84,3,400,0,0,electrical/clothing
64.2,20.9,84,3,400,0,0,electrical/clothing
64.2,20.9,84,2,400,0,0,electrical/clothing
64.2,20.9,84,5,402,0,0,electrical/clothing
64.2,20.9,84,8,409,0,0,electrical/clothing
64.2,20.9,83,6,400,0,0,electrical/clothing
64.2,20.9,84,10,409,0,0,electrical/clothing
64.2,20.9,84,5,400,0,0,electrical/clothing
64.2,20.9,84,3,400,0,0,electrical/clothing
64.2,20.9,84,5,400,0,0,electrical/clothing
64.2,20.9,84,2,400,0,0,electrical/clothing
64.2,20.9,84,3,400,0,0,electrical/clothing
64.2,20.9,83,0,400,0,0,electrical/clothing
64.2,20.9,84,2,400,0,0,electrical/clothing
64.3,20.9,84,2,400,0,0,electrical/clothing
64.3,20.9,84,2,400,0,0,electrical/clothing
64.3,20.9,83,4,400,0,0,electrical/clothing
64.3,20.9,84,3,400,0,0,electrical/clothing
64.3,20.9,84,0,400,0,0,electrical/clothing
64.3,20.9,84,1,400,0,0,electrical/clothing
64.3,20.9,84,3,400,0,0,electrical/clothing
64.3,20.9,84,2,400,0,0,electrical/clothing
64.3,20.9,84,4,400,0,0,electrical/clothing
64.3,20.9,84,1,400,0,0,electrical/clothing
64.3,20.9,84,0,400,0,0,electrical/clothing
64.3,20.9,84,7,400,0,0,electrical/clothing
64.3,20.9,83,1,400,0,0,electrical/clothing
64.3,20.9,84,1,400,0,0,electrical/clothing
64.3,20.9,84,0,400,0,0,electrical/clothing
64.3,20.9,84,9,400,0,0,electrical/clothing
64.4,20.9,84,4,403,0,0,electrical/clothing
64.4,20.9,84,8,400,0,0,electrical/clothing
64.4,20.9,84,6,400,0,0,electrical/clothing
64.4,20.9,84,0,400,0,0,electrical/clothing
64.4,20.9,84,2,400,0,0,electrical/clothing
64.4,20.9,84,4,400,0,0,electrical/clothing
64.4,20.9,84,9,400,0,0,electrical/clothing
64.4,20.9,84,5,400,0,0,electrical/clothing
64.4,20.9,84,4,400,0,0,electrical/clothing
64.4,20.9,84,4,400,0,0,electrical/clothing
64.4,20.9,84,5,400,0,0,electrical/clothing
64.4,20.9,84,2,400,0,0,electrical/clothing
64.4,20.9,84,8,400,0,0,electrical/clothing
64.4,20.9,84,3,400,0,0,electrical/clothing
64.4,20.9,84,6,400,0,0,electrical/clothing
64.4,20.9,84,4,400,0,0,electrical/clothing
64.4,20.9,84,1,400,0,0,electrical/clothing
64.4,20.9,84,0,400,0,0,electrical/clothing
64.4,20.9,84,1,400,0,0,electrical/clothing
64.4,20.8,84,4,400,0,0,electrical/clothing
64.4,20.8,84,3,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,1,400,0,0,electrical/clothing
64.4,20.8,84,1,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,2,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.5,20.9,84,3,400,0,0,electrical/clothing
64.5,20.9,84,0,400,0,0,electrical/clothing
64.4,20.8,84,0,400,0,0,electrical/clothing
64.4,20.8,84,2,400,0,0,electrical/clothing
64.4,20.8,84,5,400,0,0,electrical/clothing
64.4,20.8,84,10,400,0,0,electrical/clothing
64.4,20.8,84,5,400,0,0,electrical/clothing
64.4,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,5,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,4,400,0,0,electrical/clothing
64.5,20.8,84,8,400,0,0,electrical/clothing
64.5,20.8,84,5,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,9,401,0,0,electrical/clothing
64.5,20.8,84,11,400,0,0,electrical/clothing
64.5,20.8,84,5,400,0,0,electrical/clothing
64.5,20.8,84,9,400,0,0,electrical/clothing
64.5,20.8,85,6,400,0,0,electrical/clothing
64.5,20.8,84,4,400,0,0,electrical/clothing
64.5,20.8,84,0,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,10,400,0,0,electrical/clothing
64.5,20.8,84,7,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,7,400,0,0,electrical/clothing
64.5,20.8,84,6,400,0,0,electrical/clothing
64.5,20.8,84,1,400,0,0,electrical/clothing
64.5,20.8,84,11,400,0,0,electrical/clothing
64.5,20.8,84,7,400,0,0,electrical/clothing
64.5,20.8,84,11,400,0,0,electrical/clothing
64.6,20.8,84,9,400,0,0,electrical/clothing
64.6,20.8,84,8,400,0,0,electrical/clothing
64.6,20.8,84,3,400,0,0,electrical/clothing
64.6,20.8,84,1,400,0,0,electrical/clothing
64.6,20.8,84,6,400,0,0,electrical/clothing
64.6,20.8,84,5,400,0,0,electrical/clothing
64.6,20.8,84,8,400,0,0,electrical/clothing
64.6,20.8,84,3,400,0,0,electrical/clothing
64.6,20.8,84,4,400,0,0,electrical/clothing
64.6,20.8,84,5,400,0,0,electrical/clothing
64.6,20.8,85,0,400,0,0,electrical/clothing
64.6,20.8,84,5,400,0,0,electrical/clothing
64.6,20.8,84,4,400,0,0,electrical/clothing
64.6,20.8,84,11,400,0,0,electrical/clothing
64.6,20.8,84,6,400,0,0,electrical/clothing
64.6,20.8,84,7,400,0,0,electrical/clothing
64.6,20.8,84,1,400,0,0,electrical/clothing
64.6,20.8,85,0,400,0,0,electrical/clothing
64.6,20.8,84,7,400,0,0,electrical/clothing
64.6,20.8,84,2,400,0,0,electrical/clothing
64.6,20.8,84,10,400,0,0,electrical/clothing
64.6,20.8,84,6,400,0,0,electrical/clothing
64.6,20.8,84,6,400,0,0,electrical/clothing
64.6,20.8,84,6,400,0,0,electrical/clothing
64.6,20.8,84,5,400,0,0,electrical/clothing
64.6,20.8,85,6,400,0,0,electrical/clothing
64.6,20.8,84,3,400,0,0,electrical/clothing
64.6,20.8,84,0,400,0,0,electrical/clothing
64.6,20.8,84,3,400,0,0,electrical/clothing
64.6,20.8,84,5,400,0,0,electrical/clothing
64.6,20.8,84,4,400,0,0,electrical/clothing
64.6,20.8,84,0,400,0,0,electrical/clothing
64.6,20.8,85,5,400,0,0,electrical/clothing
64.7,20.8,85,0,400,0,0,electrical/clothing
64.7,20.8,84,1,400,0,0,electrical/clothing
64.7,20.8,84,2,400,0,0,electrical/clothing
64.7,20.8,84,2,400,0,0,electrical/clothing
64.7,20.8,85,0,400,0,0,electrical/clothing
64.7,20.8,84,3,400,0,0,electrical/clothing
64.7,20.8,84,5,400,0,0,electrical/clothing
64.7,20.8,84,6,403,0,0,electrical/clothing
64.7,20.8,85,9,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,84,6,400,0,0,electrical/clothing
64.7,20.8,84,5,400,0,0,electrical/clothing
64.7,20.8,85,4,400,0,0,electrical/clothing
64.7,20.8,84,8,400,0,0,electrical/clothing
64.7,20.8,85,8,400,0,0,electrical/clothing
64.7,20.8,85,11,400,0,0,electrical/clothing
64.7,20.8,85,9,400,0,0,electrical/clothing
64.7,20.8,84,10,400,0,0,electrical/clothing
64.7,20.7,85,8,400,0,0,electrical/clothing
64.7,20.7,85,10,400,0,0,electrical/clothing
64.7,20.8,85,4,400,0,0,electrical/clothing
64.7,20.8,85,4,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,84,6,400,0,0,electrical/clothing
64.7,20.8,85,3,400,0,0,electrical/clothing
64.7,20.8,84,6,400,0,0,electrical/clothing
64.7,20.7,85,3,400,0,0,electrical/clothing
64.7,20.7,85,6,400,0,0,electrical/clothing
64.7,20.8,85,4,400,0,0,electrical/clothing
64.7,20.8,84,0,400,0,0,electrical/clothing
64.8,20.8,85,10,400,0,0,electrical/clothing
64.8,20.8,85,7,400,0,0,electrical/clothing
64.8,20.8,85,4,400,0,0,electrical/clothing
64.8,20.8,85,8,400,0,0,electrical/clothing
64.8,20.8,85,9,400,0,0,electrical/clothing
64.8,20.8,85,3,400,0,0,electrical/clothing
64.8,20.8,85,10,400,0,0,electrical/clothing
64.8,20.8,85,9,400,0,0,electrical/clothing
64.8,20.8,84,5,400,0,0,electrical/clothing
64.8,20.8,84,8,400,0,0,electrical/clothing
64.8,20.8,84,5,400,0,0,electrical/clothing
64.8,20.8,85,3,400,0,0,electrical/clothing
64.8,20.8,85,3,400,0,0,electrical/clothing
64.8,20.8,85,5,400,0,0,electrical/clothing
64.8,20.8,85,4,400,0,0,electrical/clothing
