Humidity,Temperature,MQ139,TVOC,eCO2,Detector,Status,Cause
63.1,24.0,122,209,414,0,1,electrical/clothing
63.2,24.1,122,211,415,0,1,electrical/clothing
63.2,24.1,122,207,417,0,1,electrical/clothing
63.2,24.1,123,212,421,0,1,electrical/clothing
63.2,24.1,123,211,435,0,1,electrical/clothing
63.3,24.1,123,214,442,0,1,electrical/clothing
63.3,24.1,123,211,445,0,1,electrical/clothing
63.4,24.0,123,220,458,0,1,electrical/clothing
63.4,24.0,124,225,464,0,1,electrical/clothing
63.7,24.1,124,221,462,0,1,electrical/clothing
63.7,24.1,124,226,466,0,1,electrical/clothing
63.8,24.1,124,226,469,0,1,electrical/clothing
63.8,24.1,124,232,480,0,1,electrical/clothing
64.0,24.1,124,237,479,0,1,electrical/clothing
64.0,24.1,124,238,467,0,1,electrical/clothing
64.0,24.0,124,238,473,0,1,electrical/clothing
64.0,24.0,124,237,480,0,1,electrical/clothing
64.1,24.1,124,238,478,0,1,electrical/clothing
64.1,24.1,124,243,472,0,1,electrical/clothing
64.2,24.1,124,241,475,0,1,electrical/clothing
64.2,24.1,124,241,468,0,1,electrical/clothing
64.2,24.1,124,243,462,0,1,electrical/clothing
64.2,24.1,124,242,470,0,1,electrical/clothing
64.2,24.1,124,242,465,0,1,electrical/clothing
64.2,24.1,124,240,464,0,1,electrical/clothing
64.2,24.1,124,243,464,0,1,electrical/clothing
64.2,24.1,124,244,466,0,1,electrical/clothing
64.2,24.1,124,244,467,0,1,electrical/clothing
64.2,24.1,124,245,478,0,1,electrical/clothing
64.2,24.1,124,245,471,0,1,electrical/clothing
64.2,24.1,124,245,461,0,1,electrical/clothing
64.1,24.1,124,248,467,0,1,electrical/clothing
64.1,24.1,124,251,464,0,1,electrical/clothing
64.1,24.1,124,248,453,0,1,electrical/clothing
64.1,24.1,124,242,459,0,1,electrical/clothing
64.1,24.1,123,246,457,0,1,electrical/clothing
64.1,24.1,124,243,456,0,1,electrical/clothing
64.1,24.1,124,245,460,0,1,electrical/clothing
64.1,24.1,124,244,453,0,1,electrical/clothing
64.1,24.1,124,244,455,0,1,electrical/clothing
64.0,24.1,124,244,460,0,1,electrical/clothing
64.0,24.1,123,246,453,0,1,electrical/clothing
64.1,24.1,124,241,445,0,1,electrical/clothing
64.1,24.1,124,241,451,0,1,electrical/clothing
64.0,24.1,124,246,450,0,1,electrical/clothing
64.0,24.1,124,243,452,0,1,electrical/clothing
64.1,24.1,123,243,451,0,1,electrical/clothing
64.1,24.1,123,247,446,0,1,electrical/clothing
64.0,24.1,123,241,446,0,1,electrical/clothing
64.0,24.1,123,241,443,0,1,electrical/clothing
64.0,24.1,123,245,445,0,1,electrical/clothing
64.0,24.1,123,244,447,0,1,electrical/clothing
63.9,24.1,123,246,446,0,1,electrical/clothing
63.9,24.1,123,242,443,0,1,electrical/clothing
63.9,24.2,123,240,441,0,1,electrical/clothing
63.9,24.2,123,246,444,0,1,electrical/clothing
63.9,24.2,123,238,437,0,1,electrical/clothing
63.9,24.2,123,240,432,0,1,electrical/clothing
63.9,24.2,123,244,432,0,1,electrical/clothing
63.9,24.2,123,240,434,0,1,electrical/clothing
63.9,24.2,123,243,437,0,1,electrical/clothing
63.9,24.2,122,241,427,0,1,electrical/clothing
63.9,24.2,123,240,435,0,1,electrical/clothing
63.9,24.2,123,239,434,0,1,electrical/clothing
63.9,24.2,123,241,433,0,1,electrical/clothing
63.9,24.2,123,240,432,0,1,electrical/clothing
63.9,24.2,123,236,433,0,1,electrical/clothing
63.9,24.2,123,236,431,0,1,electrical/clothing
63.8,24.2,124,239,441,0,1,electrical/clothing
63.8,24.2,124,240,440,0,1,electrical/clothing
63.8,24.2,124,244,454,0,1,electrical/clothing
63.8,24.2,124,247,463,0,1,electrical/clothing
63.8,24.2,124,252,486,0,1,electrical/clothing
63.8,24.2,125,253,489,0,1,electrical/clothing
63.9,24.2,124,252,485,0,1,electrical/clothing
63.9,24.2,125,252,486,0,1,electrical/clothing
64.0,24.2,125,253,474,0,1,electrical/clothing
64.0,24.2,124,259,466,0,1,electrical/clothing
64.0,24.2,124,254,471,0,1,electrical/clothing
64.0,24.2,124,250,460,0,1,electrical/clothing
64.0,24.2,125,258,466,0,1,electrical/clothing
64.0,24.2,125,251,462,0,1,electrical/clothing
64.0,24.2,125,248,461,0,1,electrical/clothing
64.0,24.2,125,259,468,0,1,electrical/clothing
64.0,24.1,125,259,474,0,1,electrical/clothing
64.0,24.1,125,259,475,0,1,electrical/clothing
64.1,24.2,125,263,475,0,1,electrical/clothing
64.1,24.2,125,264,469,0,1,electrical/clothing
64.1,24.2,125,259,470,0,1,electrical/clothing
64.1,24.2,125,264,475,0,1,electrical/clothing
64.2,24.2,125,263,473,0,1,electrical/clothing
64.2,24.2,126,261,466,0,1,electrical/clothing
64.2,24.2,126,259,472,0,1,electrical/clothing
64.2,24.2,126,263,472,0,1,electrical/clothing
64.2,24.2,126,256,472,0,1,electrical/clothing
64.2,24.2,126,258,471,0,1,electrical/clothing
64.2,24.2,126,268,475,0,1,electrical/clothing
64.2,24.1,125,274,478,0,1,electrical/clothing
64.2,24.1,125,266,471,0,1,electrical/clothing
64.4,24.2,125,259,464,0,1,electrical/clothing
64.4,24.2,125,252,455,0,1,electrical/clothing
64.5,24.2,125,258,445,0,1,electrical/clothing
64.5,24.2,125,261,442,0,1,electrical/clothing
64.5,24.2,125,251,434,0,1,electrical/clothing
64.5,24.2,124,249,435,0,1,electrical/clothing
64.4,24.2,125,251,441,0,1,electrical/clothing
64.4,24.2,126,253,445,0,1,electrical/clothing
64.3,24.2,126,254,461,0,1,electrical/clothing
64.3,24.2,126,255,464,0,1,electrical/clothing
64.2,24.2,126,264,473,0,1,electrical/clothing
64.2,24.2,126,259,477,0,1,electrical/clothing
64.2,24.2,127,272,491,0,1,electrical/clothing
64.2,24.2,127,268,489,0,1,electrical/clothing
64.3,24.2,127,271,497,0,1,electrical/clothing
64.3,24.2,127,268,497,0,1,electrical/clothing
64.3,24.2,128,269,491,0,1,electrical/clothing
64.3,24.2,128,276,498,0,1,electrical/clothing
64.3,24.2,128,286,510,0,1,electrical/clothing
64.4,24.2,128,291,502,0,1,electrical/clothing
64.4,24.2,128,288,504,0,1,electrical/clothing
64.4,24.2,128,285,500,0,1,electrical/clothing
64.4,24.2,128,289,501,0,1,electrical/clothing
64.4,24.2,128,287,503,0,1,electrical/clothing
64.4,24.2,128,294,500,0,1,electrical/clothing
64.4,24.2,128,289,502,0,1,electrical/clothing
64.4,24.2,129,295,500,0,1,electrical/clothing
64.5,24.2,128,299,499,0,1,electrical/clothing
64.5,24.2,128,289,497,0,1,electrical/clothing
64.5,24.2,128,290,493,0,1,electrical/clothing
64.5,24.2,128,298,496,0,1,electrical/clothing
64.6,24.3,128,300,493,0,1,electrical/clothing
64.6,24.3,127,288,485,0,1,electrical/clothing
64.6,24.3,128,289,482,0,1,electrical/clothing
64.6,24.3,128,300,487,0,1,electrical/clothing
64.7,24.3,128,289,485,0,1,electrical/clothing
64.7,24.3,128,292,483,0,1,electrical/clothing
64.7,24.3,128,279,482,0,1,electrical/clothing
64.7,24.3,128,281,481,0,1,electrical/clothing
64.7,24.3,128,286,477,0,1,electrical/clothing
64.7,24.3,127,284,471,0,1,electrical/clothing
64.7,24.3,127,286,474,0,1,electrical/clothing
64.7,24.3,127,283,473,0,1,electrical/clothing
64.6,24.3,127,286,465,0,1,electrical/clothing
64.6,24.3,127,271,450,0,1,electrical/clothing
64.5,24.3,127,270,453,0,1,electrical/clothing
64.5,24.3,127,271,451,0,1,electrical/clothing
64.4,24.3,128,270,453,0,1,electrical/clothing
64.4,24.3,127,262,460,0,1,electrical/clothing
64.4,24.3,127,267,461,0,1,electrical/clothing
64.4,24.3,127,261,463,0,1,electrical/clothing
64.3,24.3,127,268,459,0,1,electrical/clothing
64.3,24.3,127,259,452,0,1,electrical/clothing
64.3,24.3,127,263,457,0,1,electrical/clothing
64.3,24.3,127,264,463,0,1,electrical/clothing
64.3,24.3,127,265,461,0,1,electrical/clothing
64.3,24.3,127,264,458,0,1,electrical/clothing
64.3,24.3,127,271,462,0,1,electrical/clothing
64.3,24.3,127,266,460,0,1,electrical/clothing
64.3,24.3,127,264,458,0,1,electrical/clothing
64.3,24.3,127,266,454,0,1,electrical/clothing
64.3,24.3,127,268,462,0,1,electrical/clothing
64.3,24.3,127,276,457,0,1,electrical/clothing
64.3,24.3,128,264,461,0,1,electrical/clothing
64.3,24.3,127,271,463,0,1,electrical/clothing
64.3,24.3,127,256,466,0,1,electrical/clothing
64.3,24.3,127,262,458,0,1,electrical/clothing
64.3,24.3,127,264,454,0,1,electrical/clothing
64.3,24.3,127,262,457,0,1,electrical/clothing
64.3,24.3,127,259,456,0,1,electrical/clothing
64.3,24.3,127,268,455,0,1,electrical/clothing
64.3,24.3,126,274,463,0,1,electrical/clothing
64.3,24.3,127,261,458,0,1,electrical/clothing
64.3,24.3,127,274,462,0,1,electrical/clothing
64.3,24.3,127,271,457,0,1,electrical/clothing
64.3,24.3,127,264,456,0,1,electrical/clothing
64.3,24.3,127,274,456,0,1,electrical/clothing
64.3,24.3,127,269,450,0,1,electrical/clothing
64.2,24.3,127,272,460,0,1,electrical/clothing
64.2,24.3,127,263,450,0,1,electrical/clothing
64.2,24.3,126,255,452,0,1,electrical/clothing
64.2,24.3,126,270,451,0,1,electrical/clothing
64.2,24.3,126,271,447,0,1,electrical/clothing
64.2,24.3,126,268,445,0,1,electrical/clothing
64.2,24.3,126,269,445,0,1,electrical/clothing
64.2,24.3,126,265,444,0,1,electrical/clothing
64.2,24.3,126,264,445,0,1,electrical/clothing
64.2,24.3,126,256,440,0,1,electrical/clothing
64.1,24.3,126,260,425,0,1,electrical/clothing
64.1,24.3,126,257,427,0,1,electrical/clothing
64.0,24.3,126,249,420,0,1,electrical/clothing
64.0,24.3,125,260,422,0,1,electrical/clothing
63.9,24.3,126,258,420,0,1,electrical/clothing
63.8,24.3,126,256,418,0,1,electrical/clothing
63.7,24.3,126,253,418,0,1,electrical/clothing
63.7,24.3,126,254,415,0,1,electrical/clothing
63.7,24.3,125,251,404,0,1,electrical/clothing
63.7,24.3,125,248,409,0,1,electrical/clothing
63.7,24.3,125,250,404,0,1,electrical/clothing
63.6,24.3,124,251,409,0,1,electrical/clothing
63.6,24.3,125,250,409,0,1,electrical/clothing
63.5,24.3,125,247,420,0,1,electrical/clothing
63.5,24.3,125,255,413,0,1,electrical/clothing
63.4,24.3,125,251,410,0,1,electrical/clothing
63.4,24.3,124,253,409,0,1,electrical/clothing
63.3,24.3,124,248,403,0,1,electrical/clothing
63.3,24.3,124,253,404,0,1,electrical/clothing
63.3,24.3,124,247,402,0,1,electrical/clothing
63.3,24.3,124,250,411,0,1,electrical/clothing
63.3,24.3,125,250,400,0,1,electrical/clothing
63.3,24.3,124,250,412,0,1,electrical/clothing
63.2,24.3,124,245,410,0,1,electrical/clothing
63.2,24.3,124,250,406,0,1,electrical/clothing
63.2,24.3,124,247,407,0,1,electrical/clothing
63.2,24.3,124,245,403,0,1,electrical/clothing
63.2,24.2,125,246,412,0,1,electrical/clothing
63.2,24.2,124,252,410,0,1,electrical/clothing
63.2,24.2,124,244,405,0,1,electrical/clothing
63.2,24.2,125,247,402,0,1,electrical/clothing
63.2,24.3,124,246,401,0,1,electrical/clothing
63.2,24.3,124,248,400,0,1,electrical/clothing
63.2,24.2,125,243,402,0,1,electrical/clothing
63.2,24.2,124,245,404,0,1,electrical/clothing
63.2,24.2,124,244,408,0,1,electrical/clothing
63.2,24.2,124,245,404,0,1,electrical/clothing
63.2,24.2,124,247,414,0,1,electrical/clothing
63.2,24.2,124,241,409,0,1,electrical/clothing
63.2,24.2,125,249,412,0,1,electrical/clothing
63.2,24.2,125,252,416,0,1,electrical/clothing
63.2,24.2,125,250,412,0,1,electrical/clothing
63.2,24.2,124,249,414,0,1,electrical/clothing
63.2,24.2,124,258,421,0,1,electrical/clothing
63.2,24.2,124,254,416,0,1,electrical/clothing
63.2,24.2,124,256,418,0,1,electrical/clothing
63.2,24.2,125,255,413,0,1,electrical/clothing
63.2,24.2,125,252,408,0,1,electrical/clothing
63.3,24.2,125,250,405,0,1,electrical/clothing
63.3,24.2,125,256,423,0,1,electrical/clothing
63.3,24.2,125,260,423,0,1,electrical/clothing
63.3,24.2,125,259,429,0,1,electrical/clothing
63.3,24.2,125,256,433,0,1,electrical/clothing
63.3,24.2,125,274,439,0,1,electrical/clothing
63.3,24.2,125,269,442,0,1,electrical/clothing
63.3,24.2,125,272,443,0,1,electrical/clothing
63.3,24.2,125,281,449,0,1,electrical/clothing
63.3,24.2,125,280,438,0,1,electrical/clothing
63.3,24.2,125,279,443,0,1,electrical/clothing
63.3,24.2,125,279,440,0,1,electrical/clothing
63.3,24.2,125,286,434,0,1,electrical/clothing
63.3,24.2,125,286,430,0,1,electrical/clothing
63.3,24.2,125,279,429,0,1,electrical/clothing
63.3,24.2,125,282,423,0,1,electrical/clothing
63.3,24.2,125,280,431,0,1,electrical/clothing
63.3,24.2,125,289,443,0,1,electrical/clothing
63.3,24.2,125,282,438,0,1,electrical/clothing
63.3,24.2,125,286,447,0,1,electrical/clothing
63.3,24.2,126,282,448,0,1,electrical/clothing
63.3,24.2,126,293,454,0,1,electrical/clothing
63.3,24.2,126,299,460,0,1,electrical/clothing
63.3,24.2,126,302,463,0,1,electrical/clothing
63.3,24.2,126,309,463,0,1,electrical/clothing
63.3,24.2,126,296,460,0,1,electrical/clothing
63.3,24.2,126,314,461,0,1,electrical/clothing
63.3,24.2,126,303,458,0,1,electrical/clothing
63.3,24.1,126,303,462,0,1,electrical/clothing
63.3,24.1,126,314,460,0,1,electrical/clothing
63.3,24.2,126,317,457,0,1,electrical/clothing
63.3,24.2,126,314,459,0,1,electrical/clothing
63.3,24.2,126,321,465,0,1,electrical/clothing
63.3,24.2,126,321,451,0,1,electrical/clothing
63.3,24.2,126,312,453,0,1,electrical/clothing
63.3,24.2,126,319,462,0,1,electrical/clothing
63.4,24.2,126,324,455,0,1,electrical/clothing
63.4,24.2,126,324,461,0,1,electrical/clothing
63.4,24.2,126,325,469,0,1,electrical/clothing
63.4,24.2,126,326,457,0,1,electrical/clothing
63.4,24.2,126,328,459,0,1,electrical/clothing
63.3,24.1,127,330,470,0,1,electrical/clothing
63.3,24.1,126,332,469,0,1,electrical/clothing
63.3,24.1,126,320,464,0,1,electrical/clothing
63.3,24.1,127,335,471,0,1,electrical/clothing
63.4,24.2,126,335,460,0,1,electrical/clothing
63.4,24.2,127,341,468,0,1,electrical/clothing
63.4,24.2,127,337,465,0,1,electrical/clothing
63.4,24.2,127,330,474,0,1,electrical/clothing
63.3,24.1,127,340,479,0,1,electrical/clothing
63.3,24.1,127,339,473,0,1,electrical/clothing
63.4,24.2,127,342,476,0,1,electrical/clothing
63.4,24.2,127,345,472,0,1,electrical/clothing
63.4,24.2,127,347,474,0,1,electrical/clothing
63.4,24.2,127,349,473,0,1,electrical/clothing
63.4,24.2,127,342,463,0,1,electrical/clothing
63.4,24.2,127,344,460,0,1,electrical/clothing
63.4,24.2,127,334,460,0,1,electrical/clothing
63.4,24.2,127,345,466,0,1,electrical/clothing
63.4,24.2,127,336,467,0,1,electrical/clothing
63.4,24.2,127,337,465,0,1,electrical/clothing
63.4,24.1,128,338,466,0,1,electrical/clothing
63.4,24.1,129,349,477,0,1,electrical/clothing
63.4,24.1,129,354,475,0,1,electrical/clothing
63.4,24.1,130,347,478,0,1,electrical/clothing
63.4,24.1,129,348,471,0,1,electrical/clothing
63.4,24.1,129,354,476,0,1,electrical/clothing
63.4,24.1,128,359,477,0,1,electrical/clothing
63.4,24.1,129,354,479,0,1,electrical/clothing
63.4,24.1,128,355,477,0,1,electrical/clothing
63.4,24.1,128,357,481,0,1,electrical/clothing
63.5,24.2,129,356,479,0,1,electrical/clothing
63.5,24.2,128,359,479,0,1,electrical/clothing
63.5,24.2,128,354,482,0,1,electrical/clothing
63.5,24.2,128,369,494,0,1,electrical/clothing
63.4,24.1,128,377,500,0,1,electrical/clothing
63.4,24.1,128,378,506,0,1,electrical/clothing
63.4,24.1,129,382,504,0,1,electrical/clothing
63.4,24.1,130,385,518,0,1,electrical/clothing
63.4,24.1,131,405,575,0,1,electrical/clothing
63.4,24.1,131,438,608,0,1,electrical/clothing
63.4,24.1,135,451,608,0,1,electrical/clothing
63.4,24.1,138,465,592,0,1,electrical/clothing
63.4,24.1,142,474,604,0,1,electrical/clothing
63.4,24.1,146,481,603,0,1,electrical/clothing
63.4,24.1,146,503,615,0,1,electrical/clothing
63.4,24.1,143,490,592,0,1,electrical/clothing
63.5,24.1,140,496,604,0,1,electrical/clothing
63.5,24.1,139,507,611,0,1,electrical/clothing
63.5,24.1,137,515,629,0,1,electrical/clothing
63.5,24.1,136,531,617,0,1,electrical/clothing
63.5,24.1,135,519,587,0,1,electrical/clothing
63.5,24.1,135,513,572,0,1,electrical/clothing
63.5,24.1,134,508,557,0,1,electrical/clothing
63.5,24.1,134,501,542,0,1,electrical/clothing
63.5,24.1,133,489,534,0,1,electrical/clothing
63.5,24.1,132,473,532,0,1,electrical/clothing
63.5,24.1,132,481,528,0,1,electrical/clothing
63.5,24.2,133,470,529,0,1,electrical/clothing
63.5,24.2,132,473,537,0,1,electrical/clothing
63.4,24.1,132,471,541,0,1,electrical/clothing
63.4,24.1,132,480,537,0,1,electrical/clothing
63.4,24.1,132,476,533,0,1,electrical/clothing
63.4,24.1,132,480,548,0,1,electrical/clothing
63.5,24.1,132,479,558,0,1,electrical/clothing
63.5,24.1,133,478,556,0,1,electrical/clothing
63.5,24.1,132,481,553,0,1,electrical/clothing
63.5,24.1,132,488,561,0,1,electrical/clothing
63.5,24.1,132,478,561,0,1,electrical/clothing
63.5,24.1,132,489,563,0,1,electrical/clothing
63.5,24.1,142,489,555,0,1,electrical/clothing
63.5,24.1,143,494,560,0,1,electrical/clothing
63.5,24.1,141,499,567,0,1,electrical/clothing
63.5,24.1,140,495,565,0,1,electrical/clothing
63.5,24.1,138,496,567,0,1,electrical/clothing
63.5,24.1,138,499,559,0,1,electrical/clothing
63.5,24.1,137,498,569,0,1,electrical/clothing
63.5,24.1,138,494,584,0,1,electrical/clothing
63.5,24.1,138,499,583,0,1,electrical/clothing
63.5,24.1,138,508,598,0,1,electrical/clothing
63.5,24.1,137,516,600,0,1,electrical/clothing
63.5,24.1,137,527,614,0,1,electrical/clothing
63.5,24.1,137,526,609,0,1,electrical/clothing
63.5,24.1,137,539,615,0,1,electrical/clothing
63.5,24.1,141,536,609,0,1,electrical/clothing
63.5,24.1,145,551,667,0,1,electrical/clothing
63.5,24.1,148,776,1278,0,1,electrical/clothing
63.5,24.1,150,979,1614,0,1,electrical/clothing
63.6,24.1,156,1266,1909,0,1,electrical/clothing
63.6,24.1,157,1487,2012,0,1,electrical/clothing
63.6,24.1,162,1868,2354,0,1,electrical/clothing
63.6,24.1,170,2122,2678,0,1,electrical/clothing
63.7,24.1,180,2473,3019,0,1,electrical/clothing
63.7,24.1,185,2570,3179,0,1,electrical/clothing
63.8,24.1,191,2803,3269,0,1,electrical/clothing
63.8,24.1,195,2886,3144,0,1,electrical/clothing
63.8,24.1,199,2849,2872,0,1,electrical/clothing
63.8,24.1,202,2861,2698,0,1,electrical/clothing
63.8,24.1,206,2814,2612,0,1,electrical/clothing
63.8,24.1,208,2810,2747,0,1,electrical/clothing
63.8,24.1,206,2907,3073,0,1,electrical/clothing
63.8,24.1,205,2983,3365,0,1,electrical/clothing
63.8,24.1,206,3404,3890,0,1,electrical/clothing
63.9,24.1,208,3685,4194,0,1,electrical/clothing
63.9,24.1,211,4211,4567,0,1,electrical/clothing
63.9,24.1,214,4457,4710,0,1,electrical/clothing
63.9,24.1,215,4773,4801,0,1,electrical/clothing
63.9,24.1,217,4974,4832,0,1,electrical/clothing
63.9,24.1,219,5059,4751,0,1,electrical/clothing
63.9,24.1,220,4979,4231,0,1,electrical/clothing
63.9,24.1,216,4242,2744,0,1,electrical/clothing
63.9,24.1,208,3875,2327,0,1,electrical/clothing
63.9,24.1,200,3299,1885,0,1,electrical/clothing
63.7,24.1,227,3269,3132,0,1,electrical/clothing
63.7,24.1,228,3464,3390,0,1,electrical/clothing
63.7,24.1,230,3720,3775,0,1,electrical/clothing
63.7,24.1,231,4221,4258,0,1,electrical/clothing
63.7,24.1,231,4562,4575,0,1,electrical/clothing
63.8,24.1,231,5109,5313,0,1,electrical/clothing
63.8,24.1,233,5390,5707,0,1,electrical/clothing
63.8,24.1,234,5716,6246,0,1,electrical/clothing
63.8,24.1,235,5957,6454,0,1,electrical/clothing
63.8,24.1,236,5846,4931,0,1,electrical/clothing
63.8,24.1,236,5405,3618,0,1,electrical/clothing
63.8,24.1,233,4272,1964,0,1,electrical/clothing
63.8,24.1,225,3660,1717,0,1,electrical/clothing
63.8,24.1,214,2997,1434,0,1,electrical/clothing
63.8,24.1,210,2798,1274,0,1,electrical/clothing
63.7,24.1,201,2554,1119,0,1,electrical/clothing
63.7,24.1,195,2408,1053,0,1,electrical/clothing
63.7,24.1,188,2230,971,0,1,electrical/clothing
63.7,24.1,184,2127,934,0,1,electrical/clothing
63.7,24.1,183,2009,899,0,1,electrical/clothing
63.7,24.1,182,1960,909,0,1,electrical/clothing
63.6,24.1,179,1863,912,0,1,electrical/clothing
63.6,24.1,175,1810,897,0,1,electrical/clothing
63.6,24.1,171,1801,935,0,1,electrical/clothing
63.6,24.1,168,1741,1019,0,1,electrical/clothing
63.6,24.1,167,1769,1105,0,1,electrical/clothing
63.6,24.1,167,1769,1071,0,1,electrical/clothing
63.6,24.1,166,1739,1020,0,1,electrical/clothing
63.6,24.1,166,1723,966,0,1,electrical/clothing
63.6,24.1,163,1653,883,0,1,electrical/clothing
63.6,24.1,162,1582,865,0,1,electrical/clothing
63.6,24.1,161,1519,848,0,1,electrical/clothing
63.6,24.1,160,1443,837,0,1,electrical/clothing
63.6,24.1,160,1404,834,0,1,electrical/clothing
63.6,24.1,161,1358,825,0,1,electrical/clothing
63.6,24.1,161,1332,820,0,1,electrical/clothing
63.6,24.1,163,1325,814,0,1,electrical/clothing
63.6,24.1,168,1311,816,0,1,electrical/clothing
63.6,24.1,171,1291,821,0,1,electrical/clothing
63.6,24.1,176,1284,842,0,1,electrical/clothing
63.6,24.1,182,1284,846,0,1,electrical/clothing
63.6,24.1,192,1295,871,0,1,electrical/clothing
63.6,24.1,200,1298,877,0,1,electrical/clothing
63.6,24.1,206,1321,889,0,1,electrical/clothing
63.6,24.1,207,1322,888,0,1,electrical/clothing
63.6,24.1,197,1320,859,0,1,electrical/clothing
63.6,24.1,189,1314,856,0,1,electrical/clothing
63.6,24.1,188,1319,912,0,1,electrical/clothing
63.6,24.1,199,1369,1140,0,1,electrical/clothing
63.6,24.1,211,1806,1812,0,1,electrical/clothing
63.6,24.1,220,2145,2089,0,1,electrical/clothing
63.6,24.1,227,2579,2489,0,1,electrical/clothing
63.6,24.1,232,2697,2281,0,1,electrical/clothing
63.6,24.1,236,2694,1954,0,1,electrical/clothing
63.6,24.1,239,2701,1877,0,1,electrical/clothing
63.6,24.1,241,2602,1681,0,1,electrical/clothing
63.6,24.1,243,2512,1579,0,1,electrical/clothing
63.6,24.1,244,2420,1484,0,1,electrical/clothing
63.6,24.1,244,2420,1795,0,1,electrical/clothing
63.6,24.1,244,2591,2408,0,1,electrical/clothing
63.6,24.1,244,3389,4325,0,1,electrical/clothing
63.6,24.1,244,4201,4926,0,1,electrical/clothing
63.6,24.0,245,5275,6060,0,2,electrical/clothing
63.6,24.0,245,5581,5997,0,2,electrical/clothing
63.6,24.1,247,5876,6489,0,2,electrical/clothing
63.6,24.1,247,6318,7543,0,2,electrical/clothing
63.6,24.0,248,6789,8852,0,2,electrical/clothing
63.6,24.0,248,7045,9101,0,2,electrical/clothing
63.7,24.1,248,7745,9576,0,2,electrical/clothing
63.7,24.1,248,8016,9518,0,2,electrical/clothing
63.7,24.1,248,8263,9512,0,2,electrical/clothing
63.7,24.1,249,8331,9425,0,2,electrical/clothing
63.8,24.1,249,8691,9460,0,2,electrical/clothing
63.8,24.1,249,8758,9391,0,2,electrical/clothing
63.8,24.1,249,8871,9431,0,2,electrical/clothing
63.8,24.1,249,8804,9385,0,2,electrical/clothing
63.9,24.1,249,9074,9547,0,2,electrical/clothing
63.9,24.1,249,9107,9558,0,2,electrical/clothing
63.9,24.1,248,9231,9697,0,2,electrical/clothing
63.9,24.1,248,9175,9628,0,2,electrical/clothing
63.9,24.1,247,9152,9634,0,2,electrical/clothing
63.7,24.2,229,7216,7248,0,2,electrical/clothing
63.7,24.2,231,7295,7120,0,2,electrical/clothing
63.7,24.2,233,7138,7103,0,2,electrical/clothing
63.7,24.2,235,7194,6993,0,2,electrical/clothing
63.7,24.2,235,7160,6790,0,2,electrical/clothing
63.7,24.2,234,7183,6703,0,2,electrical/clothing
63.7,24.2,232,7065,6547,0,2,electrical/clothing
63.7,24.2,230,6960,6257,0,2,electrical/clothing
63.7,24.2,227,6849,5632,0,2,electrical/clothing
63.7,24.2,227,6739,5186,0,2,electrical/clothing
63.7,24.2,227,6508,4908,0,2,electrical/clothing
63.7,24.2,226,6433,4879,0,2,electrical/clothing
63.7,24.2,225,6408,4827,0,2,electrical/clothing
63.7,24.2,224,6323,4872,0,2,electrical/clothing
63.7,24.2,223,6338,4850,0,2,electrical/clothing
63.7,24.2,223,6313,4850,0,2,electrical/clothing
63.7,24.2,223,6363,4891,0,2,electrical/clothing
63.7,24.2,223,6328,4913,0,2,electrical/clothing
63.7,24.2,224,6293,4901,0,2,electrical/clothing
63.6,24.2,225,6408,4916,0,2,electrical/clothing
63.6,24.2,225,6283,4852,0,2,electrical/clothing
63.6,24.2,225,6293,4825,0,2,electrical/clothing
63.6,24.2,227,6197,4774,0,2,electrical/clothing
63.6,24.2,228,6268,4734,0,2,electrical/clothing
63.6,24.2,226,6187,4766,0,2,electrical/clothing
63.6,24.2,222,6207,4759,0,2,electrical/clothing
63.6,24.2,221,6228,4766,0,2,electrical/clothing
63.5,24.2,223,6197,4724,0,2,electrical/clothing
63.5,24.2,225,6177,4695,0,2,electrical/clothing
63.5,24.2,227,6142,4560,0,2,electrical/clothing
63.5,24.2,228,6062,4452,0,2,electrical/clothing
63.5,24.2,230,5927,4197,0,2,electrical/clothing
63.5,24.2,230,5851,4089,0,2,electrical/clothing
63.5,24.2,231,5701,3848,0,2,electrical/clothing
63.5,24.2,233,5545,3738,0,2,electrical/clothing
63.4,24.2,238,5405,3728,0,2,electrical/clothing
63.4,24.2,240,5430,3959,0,2,electrical/clothing
63.4,24.2,242,5801,4521,0,2,electrical/clothing
63.4,24.2,243,5871,4680,0,2,electrical/clothing
63.4,24.2,241,6112,4720,0,2,electrical/clothing
63.4,24.2,238,5962,4428,0,2,electrical/clothing
63.4,24.2,227,5706,3804,0,2,electrical/clothing
63.2,24.2,237,6363,7427,0,2,electrical/clothing
63.2,24.2,232,7160,8661,0,2,electrical/clothing
63.2,24.2,228,7577,8620,0,2,electrical/clothing
63.2,24.2,225,7486,7248,0,2,electrical/clothing
63.2,24.2,225,7138,6321,0,2,electrical/clothing
63.2,24.2,233,6739,4960,0,2,electrical/clothing
63.2,24.2,263,7273,9240,0,2,electrical/clothing
63.2,24.2,265,8196,10242,0,2,electrical/clothing
63.2,24.2,267,9400,11163,0,2,electrical/clothing
63.2,24.2,269,9974,11528,0,2,electrical/clothing
63.2,24.2,270,10481,11863,0,2,electrical/clothing
63.2,24.2,272,10796,11881,0,2,electrical/clothing
63.2,24.2,274,11021,11973,0,2,electrical/clothing
63.3,24.2,275,11167,12166,0,2,electrical/clothing
